1528628,0,Sentiment140,school is so empty 
1528629,1,Sentiment140,School is stupid. So happy there is only 2 weeks left. Yay! Text it 
1528630,0,Sentiment140,school is taking back the laptops over the summer.    I guess I really need to invest in my own now.
1528631,1,Sentiment140,school laterr ill probly seak on at school soo ill update there 
1528632,1,Sentiment140,school left!!  We will talk tomorrow or shall I say tweet tomorrow   Good night!!
1528633,1,Sentiment140,School menu survey up and running. Good old Avening first school to start! Very interesting results so far - Jamie eat your heart out! 
1528634,1,Sentiment140,school might be close tomorrow  because of  and s1 and s3 pupil having swine flu fingers crossed no one else gets it!!!
1528635,0,Sentiment140,school mondayy  french presentation today 
1528636,1,Sentiment140,School musical next year is Joseph! First musical I ever saw and knew all the words to (including script.) I wanna be a brother 
1528637,0,Sentiment140,school next day! boring 
1528638,0,Sentiment140,School officially starts on monday! Kill me! 
1528639,0,Sentiment140,School once again.. Blah 
1528640,0,Sentiment140,school over.!.4 today  but its over ..!!..Hey tweets..Ellen says hi.!.X
1528641,0,Sentiment140,"SCHOOL PHOTOS 2morrow. my photos always end up horrible  wonder if this year will be a repeat of every other year, my guess is YES, lol"
1528642,1,Sentiment140,School picnic outside  oh yeah and its follow friday follow @tyg10!
1528643,0,Sentiment140,school project about Carandiru Â¬Â¬. my great plan for tonight! 
1528644,0,Sentiment140,"School run in 15 mins, then off to get more stock for Saturday. Money will be gone before I know it "
1528645,1,Sentiment140,"School run. Yes you can set your watches by me, im THAT predictable and even more boring "
1528646,0,Sentiment140,School soon  what a boreeeeeee
1528647,1,Sentiment140,"school soon, have to take care of 5 dogs after school and i really hope none of them run away "
1528648,1,Sentiment140,School started today!!  It rained like hell today in Manila. ^.^ Good thing it didn't flood in UST. )
1528649,0,Sentiment140,"School started today; lots of homework!  Also, I'm sad about Air France...I'm no stranger to the Airbus. "
1528650,0,Sentiment140,school starts next week 
1528651,0,Sentiment140,School starts nin 15 mo' days... ugh.. Why didn't I just wait 4 the fall semester 
1528652,0,Sentiment140,school starts tomaro  shoot me !!!!!!!!!!!!!11 i can do it!
1528653,0,Sentiment140,school stuff!!! ugh  then going to see auntie &amp; cousins
1528654,0,Sentiment140,"school sucks .. sooo much to do , didnt even start studying yettttt "
1528655,0,Sentiment140,School sucks i know but im done as of friday woo hoo but my poor baby still has school 
1528656,0,Sentiment140,School sucks!  so tired of it!
1528657,1,Sentiment140,school then doctors then zacks school then camping with his family 
1528658,1,Sentiment140,school then game oh joy  totally not lookin forward to this day
1528659,1,Sentiment140,school then out 
1528660,1,Sentiment140,school then pantherettes tryouts tomorrow 
1528661,1,Sentiment140,"School then work today at 5pm. Kinda mad i couldnt do my practice today, but its okay  since i am replacing cee2 saturday "
1528662,0,Sentiment140,School time Â¬_Â¬     &amp; my straighteners are dying 
1528663,0,Sentiment140,School time! do i have 2 go???? 
1528664,0,Sentiment140,School time. Im not feeling too good. 
1528665,1,Sentiment140,School time. My night was nice  I've been talked with my GF on phone until 3:30 a.m.!
1528666,0,Sentiment140,school tmrw.. I have so much coursework/homework/revision to do 
1528667,0,Sentiment140,School Tmz  About to watch Rove ;)
1528668,1,Sentiment140,school today :/ not long until summer holidays though 
1528669,1,Sentiment140,School today should be so much better.  &lt;3 I really needed yesterday night. I love my boyfriend.
1528670,0,Sentiment140,"School today, how sad! . .also a business test that im going to fail! "
1528671,0,Sentiment140,school today.. gross 
1528672,0,Sentiment140,school today... im ready for summer! 
1528673,0,Sentiment140,School today... Urgh. Test!  But afterwards I'm going to this awesome music store... Might cheer me up! =D
1528674,0,Sentiment140,School Tom.  such a shame. goodnight.
1528675,0,Sentiment140,school tomarrow  i need summer
1528676,0,Sentiment140,School tommorow this week has gone so quick 
1528677,0,Sentiment140,school tommorow.yuck 
1528678,0,Sentiment140,school tomorow  @EmsMcA you coming?
1528679,0,Sentiment140,School tomorow !  All girls Catholic shool . . . Kill me now ! Cant wait till after exams !
1528680,0,Sentiment140,school tomorow is going to be gayyyyyyyyyyyyy. grrrrrr so is training 
1528681,0,Sentiment140,"school tomorro  just cant wait to get up at 7 in the morning, ill need a crayon to lift me out ! lol"
1528682,0,Sentiment140,"School Tomorro. Childcare, P.E., Double Art, Maths and English Omg.   x x x x x"
1528683,0,Sentiment140,School tomorrow    sucks massively
1528684,0,Sentiment140,school tomorrow  but tuesday day off! and next monday to! all thanks to the queen!
1528685,0,Sentiment140,school tomorrow  could be good though  p7s visit the day afterr  heh heh heh heh heh 
1528686,0,Sentiment140,School tomorrow  i wanna know why the head of 6th form wants to see me
1528687,1,Sentiment140,school tomorrow  i want summer.&lt;3
1528688,0,Sentiment140,School tomorrow  It was a lovely 4 day weekend though! Goodnight all! xx
1528689,0,Sentiment140,"school tomorrow  lame,atleast taks is over with...summer needs to come,like right now...so much to look forward to..."
1528690,0,Sentiment140,school tomorrow  SYDNEY WEDNESDAY CANT WAIT!
1528691,0,Sentiment140,school tomorrow  ugh
1528692,0,Sentiment140,school tomorrow  ughh at least it almost over for the year
1528693,1,Sentiment140,School tomorrow :p atleast it's day 4 which means I have Study with 2 of my friends 
1528694,0,Sentiment140,School tomorrow = half term over = early mornings = me forever tired 
1528695,1,Sentiment140,School tomorrow and im not tired. No bueno. Time to bust out the bright eyes yup lol night 
1528696,0,Sentiment140,School tomorrow! BOOO!  The weekends passed by so fast! 
1528697,0,Sentiment140,school tomorrow!!!NOOOO 6TH YEAR!!!! gawd i feel soo old now 
1528698,0,Sentiment140,"School tomorrow, in the cold "
1528699,1,Sentiment140,"School tomorrow. Movie later. Okay, got it "
1528700,0,Sentiment140,school tomorrow..  i really need summer right now!
1528701,0,Sentiment140,"School tomorrow... 10 days, including weekends, until school ends. Awesome. I'll definitely miss alot of people though... "
1528702,1,Sentiment140,School uggghhh its so borin here but I love mr.Fasano he's the hottest principal a student can eva have 
1528703,0,Sentiment140,"school until 2:35 then hanging with Enna. week before exams-- i'm really nervous. whole bunch of shit to do, not a lotta time. {boo!} "
1528704,0,Sentiment140,School was alright. I didn't get to eat my nasi lemak though  perhaps tomorrow!
1528705,1,Sentiment140,School was great today  keepin my ambition and focus  sweet dreams tweet hearts. Xoxo
1528706,1,Sentiment140,"school was okay,as usual.Had loads of work to do (HC work) and even had a meeting, The test was also okay... "
1528707,0,Sentiment140,SCHOOL WAS STUPiD TODAY...  .. BUT NOW iT'S TiME TO ROCK THE WEEKEND! @sharonyy Where were you? 
1528708,0,Sentiment140,"School was the same. Boring and went out for lunch. Stop asking me for money aadaamm.  Iâ€™m broke, no joke.... http://tumblr.com/xvv24go5w"
1528709,0,Sentiment140,School was well crap today. Don't wanna go in tomorow !! 
1528710,0,Sentiment140,"School Website: 6/1/09 - SPEECH Final Exam 12:18-3:40pm Auditorium. Thanks for the reminder, I'm still not done writing "
1528711,0,Sentiment140,school will be closed because of mexican flu..it was nice knowing you all  LMFAo..I hope I'll live :[ Praying that I'll be fine.
1528712,0,Sentiment140,School work  well rather i have school work to do LOL
1528713,1,Sentiment140,school work then sball game then back to work. hope to see Jenny today 
1528714,1,Sentiment140,"school work...blah.  Show on Thursday at the Swallow at the Hollow in Roswell, GA at 6:30pm!  YAY!!! "
1528715,1,Sentiment140,school year is almost over! 
1528716,1,Sentiment140,School!  It's now 8:22. BYE! 
1528717,0,Sentiment140,school! UGH! never ever worse  im gona fail science
