1573628,0,Sentiment140,working on my lab report that's due 2359hr tonight. 
1573629,1,Sentiment140,Working on my LAST paper for seminary. Makes for an exciting Saturday night 
1573630,1,Sentiment140,working on my logo and web content. 
1573631,1,Sentiment140,Working on my mothers website. It's turning out pretty well I must say! 
1573632,0,Sentiment140,Working on my new leadership training course! All this Pre planning &amp; Paperwork is driving me nuts! 
1573633,0,Sentiment140,"Working on my newest story, I hope, I really do not feel well. "
1573634,1,Sentiment140,"Working on my Nobel Peace Price acceptance speech (I'm not only humble, but also very well prepared) "
1573635,1,Sentiment140,"Working on my ontology and playing online chess.  Sorry, make that kicking ass of all the online chess nerds like me "
1573636,1,Sentiment140,Working on my paper! 
1573637,0,Sentiment140,working on my science final vocab 
1573638,0,Sentiment140,Working on my science project.. no fun 
1573639,0,Sentiment140,Working on my science projecto 
1573640,0,Sentiment140,working on my ship... i have dog duty this weekend 
1573641,0,Sentiment140,Working on my songg for aunt nan.   kinda hard and crying while I write it :'(
1573642,0,Sentiment140,Working on my Stoki-project again. It's too boring to continue though 
1573643,1,Sentiment140,Working on my tan...  finally!
1573644,0,Sentiment140,working on my tax returns...  :boring:
1573645,0,Sentiment140,working on my thesis when I should be out playing in the sun!! 
1573646,0,Sentiment140,working on my thesis... 
1573647,1,Sentiment140,working on my web site* and watching coverage of obama's trip (*my friend sara - http://saracdraws - has provided some invaluable help) 
1573648,1,Sentiment140,working on my wordpress and twitter assignment 
1573649,0,Sentiment140,"working on new &quot;fun&quot; proj, but my proj partner (js/css newbie) complains i'm coding too fast and not leaving enough work for him to do "
1573650,1,Sentiment140,working on new articles for http://golf-royalty.com after an exciting weekend's golf 
1573651,1,Sentiment140,"Working on new blog postings, product reviews &amp; my tan ;) Gotta look good for #CybernetExpo w/ a golden tan "
1573652,1,Sentiment140,working on new countdown graphic for the ATL tour!!    15 more days!
1573653,1,Sentiment140,Working on new music for you guys... coming soon 
1573654,1,Sentiment140,"working on new stuff, really enjoying learning Illustrator "
1573655,1,Sentiment140,"working on newsletter, trying to find someone that can draw cartoons, making sure Atticus doesn't chew on razors any more.... Full day!  "
1573656,0,Sentiment140,Working on newsletter. 
1573657,1,Sentiment140,"Working on newsletters and wallpapers yesterday. Some things to ease the mind with I guess. Today, redesigning our e-store. Funtimes "
1573658,0,Sentiment140,"Working on next ep + remixes- Trying to push my djing, anyone help? I used to dj more than produce, other way around now "
1573659,0,Sentiment140,Working on nightshift  preparing best mans speech for my brothers wedding. Im so nervous. But have been for 2 years!! 
1573660,0,Sentiment140,working on NPV calculations for projects #pmot 
1573661,0,Sentiment140,working on old photos of dimebag still makes me get in a bummed out mood... such a senseless tragedy...  cheer me up twitterland!
1573662,1,Sentiment140,Working on one of my new favorite video ideas for www.usethedollar.com 
1573663,1,Sentiment140,"working on our Mother's Day Balanced Gift Guide...give mom a gift with meaning this year, one that will improve her health and happiness "
1573664,1,Sentiment140,working on part of Jess' birthday present. mmm 
1573665,1,Sentiment140,Working on photos from Hillsong's 1 year celebration!!! stay tuned   www.hillsong.co.za
1573666,0,Sentiment140,"Working on photos of yesterday's work. Then need to build frame for my booth banner. Oh, and got a new workbench yesterday! Unassembled. "
1573667,1,Sentiment140,Working on pics all day and then an eng shoot. Dan is 'farmer Dan' today 
1573668,0,Sentiment140,working on project 
1573669,0,Sentiment140,Working on Sat. 
1573670,0,Sentiment140,Working on Saturday. 
1573671,0,Sentiment140,working on saturday... 
1573672,0,Sentiment140,working on school work all day 
1573673,0,Sentiment140,working on science 
1573674,0,Sentiment140,Working on second paper.  this one's 10 pages... yay.. 
1573675,1,Sentiment140,working on show prep for tonight. Tonight is gonna be fun! 
1573676,1,Sentiment140,working on simplifying a sales strategy and offering free trials of www.marketdefender.com interested in PPC? click and see! 
1573677,1,Sentiment140,Working on site http://www.targetwholesale.co.uk/ wishing I was still in bed ...y.a..w.n.......at least its sunny here 
1573678,1,Sentiment140,Working on some banners....the concept looks great hope the execution makes it better 
1573679,1,Sentiment140,Working on some blog stuff on my laptop. Will post it when I get home 
1573680,1,Sentiment140,Working on some homework for BSAD 
1573681,0,Sentiment140,Working on some javascript that won't work.. hhmm 
1573682,0,Sentiment140,Working on some Product Buzz (product reviews) for the blog... have a pain in the back of my neck 
1573683,0,Sentiment140,working on some sketches that will be scanned in and digitally colored. Wish I had a wacom tablet 
1573684,1,Sentiment140,working on some stuff  watching Billy Talent in Concert at Rock am Ring 2009
1573685,0,Sentiment140,"working on some translation stuff. m hella mad, tomorrow weekend and I've to work! "
1573686,1,Sentiment140,Working on some updates for the site  Finally!
1573687,0,Sentiment140,Working on something all over again that I forgot to save 
1573688,1,Sentiment140,working on statment for the degree then im officially finished  w007!
1573689,1,Sentiment140,"Working on Sunday is never fun. Working on Sunday without pay is downright painful. No complaints though, glad to have a job! "
1573690,1,Sentiment140,Working on SwirlPhilly eBlast (via Constant Contact)! Things are slowly falling into place! 
1573691,1,Sentiment140,Working on Team Indiana documents for the competition this summer.  I will use this twitter to give our stats!    Stay tuned June 13 -17.
1573692,0,Sentiment140,Working on that poetry mess. I have the commentary tomorrow! 
1573693,1,Sentiment140,"working on the annotated bib... just waiting till friday, when i'm all done with my BA "
1573694,1,Sentiment140,working on the Baldknobber's facebook and twitter. Please add and follow. 
1573695,1,Sentiment140,"Working on the business...day in, day out...Gonna pay off though!! "
1573696,1,Sentiment140,working on the church dedication teaching for this Sunday - pretty excited 
1573697,0,Sentiment140,working on the college work which needs done urgh 
1573698,0,Sentiment140,Working on the Comicstars-Recall....Don't like contests 
1573699,0,Sentiment140,working on the eagle project hungover was not too fun. and found out my stairs are a liability and had to dig them out. wtf 
1573700,1,Sentiment140,Working on the EP artwork  Tshirts and Music maybe available soon! =]
1573701,0,Sentiment140,Working on the house again. 
1573702,0,Sentiment140,Working on the lawn mower 
1573703,1,Sentiment140,Working on the new blog design for http://organiclimber.com About to take a break though and make some almond butter with my new #Vitamix 
1573704,1,Sentiment140,Working on the new Cricket game for the i-phone...you guys will like it i am sure  http://www.youtube.com/watch?v=771uKX4zhZQ
1573705,1,Sentiment140,Working on the new Mind Erase This official webpage  looking good!!
1573706,1,Sentiment140,working on the new site...almost up!! 
1573707,0,Sentiment140,Working on the post evaluation for the celebrating success events. At the moment that really means doing the filing 
1573708,1,Sentiment140,"working on the preview for &quot;bound in blood&quot; while listening to desmond dekker. 4hrs of sleep, 2nd coffee, things working out nice "
1573709,1,Sentiment140,Working on the resume project? Woke up a tad late but about to start grinding again. 60 days to finish 
1573710,1,Sentiment140,working on the website then out for girls night 
1573711,1,Sentiment140,working on the website!!! Its coming out tonight at 12am. Check out our original video on youtube! Love u all 
1573712,0,Sentiment140,Working on the weekend is overrated... 
1573713,1,Sentiment140,Working on this super secret project hoping to get it done soon 
1573714,1,Sentiment140,Working on various things 
1573715,1,Sentiment140,Working on wedding quotes 
1573716,0,Sentiment140,working on yearbook project 
1573717,1,Sentiment140,working on yet another OTYS-feature 
1573718,0,Sentiment140,"working on... http://is.gd/w1th... have been forever, I'm sooo slow at it! I NEED A WHEEL! But has to wait until we're settled. "
1573719,0,Sentiment140,working only for working 
1573720,0,Sentiment140,Working opposite a slightly grump @LozzieCunliffe - she's filling in the app to do a primary teaching course and it's complicated 
1573721,0,Sentiment140,Working out 
1573722,1,Sentiment140,Working out  love it
1573723,1,Sentiment140,Working out + South Park = perfect combo. 
1573724,1,Sentiment140,Working out again 
1573725,1,Sentiment140,Working out and watching Clueless 
1573726,0,Sentiment140,Working out at 2!! Then working at 5 
1573727,1,Sentiment140,working out at the hotel gym.  112 calories burned.
1573728,1,Sentiment140,Working out at the sport's club  finallllllllly able to drive after 3 long months of having my license with NO insurance! YESSSSSSS
1573729,1,Sentiment140,Working out for the first time in a while. Man it's rough. 
1573730,0,Sentiment140,Working out hurts 
1573731,0,Sentiment140,Working out of Caffe Fiore in Ballard... To much work to use the Diamond Club tickets 
1573732,1,Sentiment140,Working out on Wii fit at the neighbors. 
1573733,1,Sentiment140,Working out stitch patterns while watching Party of Five. It's still good 
1573734,0,Sentiment140,working out then putting the pounds back on and eating my icecream.. today was a horrible day! 
