1568628,0,Sentiment140,why did Kingston wind follow me home? 
1568629,0,Sentiment140,Why did my back pain come back? Is it stress related?  and why am I choosing to freeze to death rather than closing the window?
1568630,0,Sentiment140,Why did my dad give me $100 at the casino to leave him alone 
1568631,0,Sentiment140,why did my mother wake me up i was having the best dream ever lol i literally want to cry right now 
1568632,0,Sentiment140,why did my umbrella have to break i got soaked walk for the bus stp  Bad times
1568633,0,Sentiment140,Why did Natasha Richardson die this year? That's still really sad to me 
1568634,0,Sentiment140,why did no one tell me this - andrew bird is playing a concert next to my office the day after my birthday 
1568635,0,Sentiment140,Why did nobody tell me that American Adventure closed down?! 
1568636,0,Sentiment140,WHY did RBD spilt up best Mexican pop group every !!!!!  so random!!
1568637,0,Sentiment140,why did Stavros Flatley not win 
1568638,0,Sentiment140,Why did that last update take so long to register? Gay. 9 hour drive to FL... missin' Ivy &amp; Isolde - mostly Ivy. 
1568639,0,Sentiment140,why did that mae you think of me..IM NO SLUT! @chantelYO 
1568640,0,Sentiment140,Why did that scary song have to come on when i was getting out of the car! 
1568641,0,Sentiment140,Why did the ATM swallow my card 
1568642,0,Sentiment140,Why did the bank have to make an error?  I thought I had 700 euro.
1568643,0,Sentiment140,Why did the computer have to be in the basement? It's so cold down here 
1568644,0,Sentiment140,WHY did the only person who really cares about me leave to the army.  No one loves me anymore. I hate it.
1568645,0,Sentiment140,Why did the sunny day have to turn cold and cloudy? So sad 
1568646,0,Sentiment140,why did the ugly betty season finale have to end this way!!!!!!!!!!!!!!!!    sad face
1568647,0,Sentiment140,Why did the yankees lose?! 
1568648,0,Sentiment140,Why did this munchkin throw my cell phone in the water now it doesn't work! Now I'm forced to get a new phone 
1568649,0,Sentiment140,Why did today have to be so crappy? I had so many plans 
1568650,0,Sentiment140,Why did Trump take over the WWE 
1568651,0,Sentiment140,Why did work block VS ?  I have 4 swimsuits I can't wait to buy ...
1568652,0,Sentiment140,Why did YouTube suspend the Jonas Brothers' acount ? What did they do wrong ? Was it the Single Ladies dance by Joe ? 
1568653,0,Sentiment140,Why didn't anyone ring/text/email/instant mess to tell me evermore playing at state of origing game on telly - bastards!!!!!  
1568654,0,Sentiment140,why didn't anyone tell me Johnny Depp was gonna have his movie premiere here today?! 
1568655,1,Sentiment140,Why didn't I do this last summer? Thanks for pushing me you guys 
1568656,0,Sentiment140,why didn't i know he was there as well??? o.O i'd love to see him again... 
1568657,0,Sentiment140,Why didn't my bus come?!  oh well going to see the hangover tonight after I get home
1568658,0,Sentiment140,Why didn't they invite me 2 kingss dominion??? 
1568659,0,Sentiment140,why didnt u think of the swimming pool idea 5 years ago dear madam? 
1568660,0,Sentiment140,why didn't ya'll tell me there was bacon in this pasta salad?!? that's just wrong  
1568661,0,Sentiment140,Why didnt you come 
1568662,0,Sentiment140,Why do all antacids taste like minty dust &amp; chalk mixed with manure?  My mouth tastes like a stable floor in a spearmint field  Bleah.
1568663,0,Sentiment140,WHy do all of the hot guys have to be so old? Drew Roy is like 23  Damn.
1568664,0,Sentiment140,"Why do all the hood guys hit on me..and by hood I mean, grillz and brides??  daaaamn you all!! should I be hood?? ;D siiiiike!!"
1568665,0,Sentiment140,why do all the hot guys live in adelaide. 
1568666,0,Sentiment140,Why do all TV shows have to end during the summer???? 
1568667,1,Sentiment140,Why do any non-nkotb-ish peeps follow me?  I am as boring as the day is long folks 
1568668,0,Sentiment140,Why do books build you up so high just to drop you in a climax worth a few editing jobs. 
1568669,0,Sentiment140,why do both of my best friends have to be shitty simultaneously?  Can u at least take turns hurting my feelings? jerks..    going 2 sleep.
1568670,0,Sentiment140,"Why do cartilage peircings take so long to heal, painful times "
1568671,0,Sentiment140,why do computers HATE me ? 
1568672,0,Sentiment140,Why do doctors give you appts then never take you on time 
1568673,0,Sentiment140,Why do dreams have to end? I was flying. 
1568674,0,Sentiment140,why do dudes always have to try and get sleazy  go away  i hate these situations
1568675,1,Sentiment140,why do gorillias have such big nostrils?......... Cos they have big fingers  
1568676,0,Sentiment140,why do guys have to be such jerks alllll the time. it makes me sad 
1568677,0,Sentiment140,WHY DO GUYS PLAY SO MANY GAMES!!! 
1568678,0,Sentiment140,Why do I always can sleep when I have to get up for work???? That's not fair 
1568679,1,Sentiment140,why do I always crave omelette's at night!? like a full blown Vermont cheddar cheese + spinach omellette? What vitamin am I lacking? 
1568680,0,Sentiment140,Why do I always end up feeling poorly when its late at night and when I have school in the morning?!? 
1568681,0,Sentiment140,why do i always fall for the wrong people? 
1568682,0,Sentiment140,why do I always feel lazy &amp; unmotivated on the days when I need to get up and do things? 
1568683,0,Sentiment140,Why do i always feel sleepy on my way to or when im @ work but perfectly fine once im home? Lol i want to sleeeeep 
1568684,0,Sentiment140,why do I always feel uncomfortable when there's a gay couple on tv in the company of my mum and dad? 
1568685,0,Sentiment140,Why do I always find out about things too late? It's not fair. 
1568686,0,Sentiment140,Why do I always get bad luck? 
1568687,0,Sentiment140,Why do I always get my heart involved...When will I learn? 
1568688,0,Sentiment140,Why do I always get the room that gets very hot from 8 am - 1pm? 
1568689,0,Sentiment140,Why do i always go after girls that have boyfriends??  
1568690,0,Sentiment140,Why do I always have a headache? 
1568691,0,Sentiment140,Why do I always let dumb things bother me that obviously are going to upset people I care about? I feel so stupid. 
1568692,0,Sentiment140,Why do I always miss his calls 
1568693,0,Sentiment140,why do i always neglect twitter 
1568694,0,Sentiment140,why do I always read comments on things that I like even though I know most are inevitably going to end up being negative 
1568695,0,Sentiment140,Why do I always seem to get stuck in the downpours! 
1568696,0,Sentiment140,Why do I always wait till the last minute? Now I gots to shop for a gift AND write my papers. ugg. 
1568697,0,Sentiment140,Why do i always wake up so early? Even when i go to sleep late 
1568698,0,Sentiment140,Why do I continue to bitting my lip in the same spot over and over again... it hurts!  
1568699,0,Sentiment140,"Why do I do this to myself? I need a decent sleep at least one night a week, but I am going to be up at 9 to go to a wedding "
1568700,1,Sentiment140,Why do I do this?  Sitting on the couch bawling while watching A Baby Story. 
1568701,0,Sentiment140,Why do i do this?... 
1568702,1,Sentiment140,"why do i eat so much freakin chipotle, like i can't stop ! "
1568703,0,Sentiment140,why do i even bother calling him? stupid me 
1568704,0,Sentiment140,why do i even bother sometimes  
1568705,0,Sentiment140,Why do I even bother? I'm so sick of trying to make an effort when you don't even fucking care 
1568706,1,Sentiment140,why do i even respond to 'celebrities'? I'm a loser 
1568707,0,Sentiment140,why do i even update this. no one even @'s me or whatever. 
1568708,0,Sentiment140,why do i exactly start feeling hungry the moment i decide not to order lunch and others have already placed there orders 
1568709,0,Sentiment140,why do I expect kids to help 
1568710,0,Sentiment140,why do i fall in love so easy....God i hope i'm wrong cause this just isn't right...  |&lt;ay-|3ee
1568711,0,Sentiment140,Why do I feel everything is soo boring! 
1568712,0,Sentiment140,Why do I feel guilty for going to the bathroom? 
1568713,0,Sentiment140,Why do I feel ignored tonight? 
1568714,0,Sentiment140,Why do I feel like I want to cry? 
1568715,0,Sentiment140,Why do i feel like the bad guy 
1568716,0,Sentiment140,why do i feel sick and gutted i didn't get my tshirt 
1568717,0,Sentiment140,Why do i feel so knackered all the time 
1568718,0,Sentiment140,why do I feel so lonely today? No friends around 
1568719,0,Sentiment140,Why do i feel so out of control 
1568720,0,Sentiment140,Why do I feel so sick? 
1568721,0,Sentiment140,why do I feel weird? I want to eat more food but I also wish my dad was home. 
1568722,0,Sentiment140,Why do I fiddle???? I've just broken the shift key on my laptop 
